step,penalty_forward_rotation_stage1_0
0,-0.0
1,-0.0
2,-0.0
3,-0.0
4,-0.0
5,-0.0
6,-0.0
7,-0.0
8,-0.0
9,-0.0
10,-0.0
11,-0.0
12,-0.0
13,-0.0
14,-0.0
15,-0.0
16,-0.0
17,-0.0
18,-0.0
19,-0.16454625129699707
20,-0.0
21,-0.0
22,-0.0
23,-0.0
24,-0.0
25,-2.260561268485617e-05
26,-0.0
27,-0.0
28,-0.0
29,-0.0
30,-0.0
31,-0.0
32,-2.260561268485617e-05
33,-0.0
34,-0.0
35,-0.0
36,-2.260561268485617e-05
37,-0.0
38,-0.0
39,-0.0
40,-0.0
41,-0.0
42,-2.260561268485617e-05
43,-0.0
44,-0.0
45,-2.260561268485617e-05
46,-0.0
47,-0.0
48,-2.260561268485617e-05
49,-0.0
50,-2.260561268485617e-05
51,-0.0
52,-0.0
53,-0.0
54,-2.260561268485617e-05
55,-0.0
56,-2.260561268485617e-05
57,-0.0
58,-0.0
59,-0.0
60,-2.260561268485617e-05
61,-0.0
62,-2.260561268485617e-05
63,-0.0
64,-0.0
65,-2.260561268485617e-05
66,-0.0
67,-0.0
68,-0.0
69,-0.0
70,-0.0
71,-0.0
72,-0.0
73,-2.260561268485617e-05
74,-0.0
75,-0.0
76,-0.0
77,-0.0
78,-0.0
79,-0.0
80,-0.0
81,-2.260561268485617e-05
82,-0.0
83,-0.0
84,-0.0
85,-0.0
86,-0.0
87,-0.0
88,-0.0
89,-0.0
90,-2.260561268485617e-05
91,-0.0
92,-0.0
93,-2.260561268485617e-05
94,-0.0
95,-2.260561268485617e-05
96,-0.0
97,-2.260561268485617e-05
98,-0.0
99,-0.0
100,-0.0
101,-0.0
102,-0.0
103,-0.0
104,-0.0
105,-2.260561268485617e-05
106,-0.0
107,-0.0
108,-0.0
109,-0.0
110,-2.260561268485617e-05
111,-0.0
112,-0.0
113,-0.0
114,-2.260561268485617e-05
115,-0.0
116,-0.0
117,-0.0
118,-0.0
119,-0.0
120,-0.0
121,-2.260561268485617e-05
122,-0.0
123,-0.0
124,-0.0
125,-2.260561268485617e-05
126,-0.0
127,-0.0
128,-0.0
129,-0.0
130,-0.0
131,-0.0
132,-0.0
133,-2.260561268485617e-05
134,-0.0
135,-0.0
136,-0.0
137,-0.0
138,-2.260561268485617e-05
139,-0.0
140,-0.0
141,-2.260561268485617e-05
142,-0.0
143,-0.0
144,-0.0
145,-2.260561268485617e-05
146,-0.0
147,-0.0
148,-2.260561268485617e-05
149,-0.0
150,-0.0
151,-0.0
152,-0.0
153,-2.260561268485617e-05
154,-0.0
155,-0.0
156,-0.0
157,-2.260561268485617e-05
158,-0.0
159,-0.0
160,-0.0
161,-0.0
162,-2.260561268485617e-05
163,-0.0
164,-0.0
165,-0.0
166,-0.0
167,-2.260561268485617e-05
168,-0.0
169,-0.0
170,-0.0
171,-0.0
172,-0.0
173,-0.0
174,-0.0
175,-0.0
176,-0.0
177,-0.0
178,-0.0
179,-0.0
180,-0.0
181,-2.260561268485617e-05
182,-0.0
183,-0.0
184,-0.0
185,-0.0
186,-2.260561268485617e-05
187,-0.0
188,-2.260561268485617e-05
189,-0.0
190,-0.0
191,-0.0
192,-2.260561268485617e-05
193,-0.0
194,-2.260561268485617e-05
195,-0.0
196,-0.0
197,-0.0
198,-0.0
