step,penalty_forward_rotation_stage1_0
0,-2.0
1,-2.260561268485617e-05
2,-0.0
3,-2.260561268485617e-05
4,-2.260561268485617e-05
5,-0.0
6,-0.0
7,-0.0
8,-2.260561268485617e-05
9,-2.260561268485617e-05
10,-0.0
11,-0.0
12,-0.0
13,-0.0
14,-0.0
15,-2.260561268485617e-05
16,-2.260561268485617e-05
17,-0.0
18,-2.260561268485617e-05
19,-4.521122536971234e-05
20,-0.0
21,-0.0
22,-0.0
23,-2.260561268485617e-05
24,-2.260561268485617e-05
25,-0.0
26,-2.260561268485617e-05
27,-2.260561268485617e-05
28,-0.0
29,-0.0
30,-0.0
31,-2.260561268485617e-05
32,-2.260561268485617e-05
33,-0.0
34,-2.260561268485617e-05
35,-4.521122536971234e-05
36,-0.0
37,-2.260561268485617e-05
38,-4.521122536971234e-05
39,-0.0
40,-4.521122536971234e-05
41,-2.260561268485617e-05
42,-0.0
43,-0.0
44,-0.0
45,-2.260561268485617e-05
46,-4.521122536971234e-05
47,-0.0
48,-2.260561268485617e-05
49,-4.521122536971234e-05
50,-0.0
51,-2.260561268485617e-05
52,-0.0
53,-4.521122536971234e-05
54,-2.260561268485617e-05
55,-0.0
56,-4.521122536971234e-05
57,-2.260561268485617e-05
58,-0.0
59,-2.260561268485617e-05
60,-0.0
61,-4.521122536971234e-05
62,-2.260561268485617e-05
63,-0.0
64,-4.521122536971234e-05
65,-2.260561268485617e-05
66,-0.0
67,-4.521122536971234e-05
68,-2.260561268485617e-05
69,-0.0
70,-2.260561268485617e-05
71,-0.0
72,-2.260561268485617e-05
73,-2.260561268485617e-05
74,-0.0
75,-4.521122536971234e-05
76,-2.260561268485617e-05
77,-0.0
78,-4.521122536971234e-05
79,-2.260561268485617e-05
80,-0.7384123206138611
81,-2.0
82,-2.0
83,-1.0708956718444824
84,-0.7008870244026184
85,-0.4144287109375
86,-1.1727792024612427
87,-1.034794569015503
88,-0.157470703125
89,-2.260561268485617e-05
90,-0.0
91,-0.0
92,-2.260561268485617e-05
93,-2.260561268485617e-05
94,-0.0
95,-0.0
96,-2.260561268485617e-05
97,-2.260561268485617e-05
98,-0.0
99,-2.260561268485617e-05
100,-0.0
101,-2.260561268485617e-05
102,-0.0
103,-2.260561268485617e-05
104,-2.260561268485617e-05
105,-0.0
106,-0.0
107,-2.260561268485617e-05
108,-2.260561268485617e-05
109,-0.0
110,-0.0
111,-2.260561268485617e-05
112,-2.260561268485617e-05
113,-0.0
114,-0.0
115,-0.0
116,-0.0
117,-2.260561268485617e-05
118,-0.0
119,-0.0
120,-2.260561268485617e-05
121,-0.0
122,-0.0
123,-2.260561268485617e-05
124,-2.260561268485617e-05
125,-0.0
126,-0.0
127,-2.260561268485617e-05
128,-2.260561268485617e-05
129,-0.0
130,-2.260561268485617e-05
131,-0.0
132,-2.260561268485617e-05
133,-0.0
134,-2.260561268485617e-05
135,-2.260561268485617e-05
136,-0.0
137,-0.0
138,-2.260561268485617e-05
139,-2.260561268485617e-05
140,-0.0
141,-4.521122536971234e-05
142,-0.0
143,-2.260561268485617e-05
144,-2.260561268485617e-05
145,-0.0
146,-0.0
147,-2.260561268485617e-05
148,-2.260561268485617e-05
149,-0.0
150,-0.0
151,-2.260561268485617e-05
152,-0.0
153,-0.0
154,-2.260561268485617e-05
155,-2.260561268485617e-05
156,-0.0
157,-0.0
158,-2.260561268485617e-05
159,-2.260561268485617e-05
160,-0.0
161,-0.0
162,-2.260561268485617e-05
163,-0.0
164,-0.0
165,-2.260561268485617e-05
166,-2.260561268485617e-05
167,-0.0
168,-0.0
169,-0.0
170,-2.260561268485617e-05
171,-0.0
172,-0.0
173,-2.260561268485617e-05
174,-2.260561268485617e-05
175,-0.0
176,-0.0
177,-2.260561268485617e-05
178,-2.260561268485617e-05
179,-0.0
180,-0.0
181,-2.260561268485617e-05
182,-0.0
183,-0.0
184,-2.260561268485617e-05
185,-2.260561268485617e-05
186,-0.0
187,-0.0
188,-2.260561268485617e-05
189,-2.260561268485617e-05
190,-0.0
191,-2.260561268485617e-05
192,-0.0
193,-2.260561268485617e-05
194,-0.0
195,-2.260561268485617e-05
196,-2.260561268485617e-05
197,-0.0
198,-0.0
