step,reward_pushpoint_0
0,0.015034109354019165
1,0.20422732830047607
2,0.2234261929988861
3,0.2399897277355194
4,0.2553424537181854
5,0.27246254682540894
6,0.28991883993148804
7,0.2923271656036377
8,0.293295294046402
9,0.29585063457489014
10,0.2920120656490326
11,0.2742037773132324
12,0.25512662529945374
13,0.24928686022758484
14,0.25305113196372986
15,0.24969440698623657
16,0.24601009488105774
17,0.24336367845535278
18,0.24249914288520813
19,0.24631854891777039
20,0.2466219663619995
21,0.2521788477897644
22,0.25102517008781433
23,0.2510453760623932
24,0.253552109003067
25,0.2407531440258026
26,0.22438442707061768
27,0.209802508354187
28,0.19190025329589844
29,0.19035911560058594
30,0.1882401406764984
31,0.19462653994560242
32,0.19907322525978088
33,0.21373140811920166
34,0.231972336769104
35,0.24613353610038757
36,0.25139671564102173
37,0.24480637907981873
38,0.22987261414527893
39,0.20857727527618408
40,0.184871643781662
41,0.16453197598457336
42,0.15180012583732605
43,0.14920634031295776
44,0.1468021273612976
45,0.14441239833831787
46,0.14355114102363586
47,0.1426367461681366
48,0.1426268219947815
49,0.14157778024673462
50,0.1384485363960266
51,0.12734660506248474
52,0.12034818530082703
53,0.1142956018447876
54,0.11022841930389404
55,0.11053690314292908
56,0.1126280426979065
57,0.1152564287185669
58,0.1193845272064209
59,0.12442547082901001
60,0.12889274954795837
61,0.13033896684646606
62,0.12776920199394226
63,0.12121456861495972
64,0.11252513527870178
65,0.10314232110977173
66,0.09284517168998718
67,0.08198380470275879
68,0.0723373293876648
69,0.06548261642456055
70,0.05982327461242676
71,0.05800676345825195
72,0.0574989914894104
73,0.05626535415649414
74,0.05465978384017944
75,0.053446054458618164
76,0.052799493074417114
77,0.05235442519187927
78,0.05240088701248169
79,0.054606616497039795
80,0.05971786379814148
81,0.06774118542671204
82,0.07606300711631775
83,0.08931219577789307
84,0.10811123251914978
85,0.1298694908618927
86,0.1256488859653473
87,0.12445729970932007
88,0.11429271101951599
89,0.11087626218795776
90,0.10876649618148804
91,0.09761565923690796
92,0.08645272254943848
93,0.07801976799964905
94,0.07292705774307251
95,0.07223457098007202
96,0.07407289743423462
97,0.07636073231697083
98,0.07937893271446228
99,0.08299419283866882
100,0.08514487743377686
101,0.0856761634349823
102,0.08490714430809021
103,0.08317381143569946
104,0.08084619045257568
105,0.07854703068733215
106,0.07686269283294678
107,0.07561048865318298
108,0.07592353224754333
109,0.07676142454147339
110,0.07723718881607056
111,0.07713085412979126
112,0.0777280330657959
113,0.07881715893745422
114,0.07946738600730896
115,0.079199880361557
116,0.07729274034500122
117,0.0749102532863617
118,0.0727161169052124
119,0.07214143872261047
120,0.07107946276664734
121,0.06893453001976013
122,0.06725835800170898
123,0.0672595202922821
124,0.06813332438468933
125,0.06898000836372375
126,0.06936892867088318
127,0.07021233439445496
128,0.06928011775016785
129,0.0663914680480957
130,0.06444859504699707
131,0.0637316107749939
132,0.06598013639450073
133,0.07019880414009094
134,0.07469907402992249
135,0.07669314742088318
136,0.07775196433067322
137,0.0796537697315216
138,0.08271917700767517
139,0.08576926589012146
140,0.08818212151527405
141,0.09078213572502136
142,0.09322100877761841
143,0.09478640556335449
144,0.09547841548919678
145,0.09590345621109009
146,0.09591752290725708
147,0.09544393420219421
148,0.09533742070198059
149,0.09650731086730957
150,0.09951218962669373
151,0.10540634393692017
152,0.11434820294380188
153,0.1255263388156891
154,0.1380474865436554
155,0.1508636176586151
156,0.16621702909469604
157,0.18268069624900818
158,0.2006656527519226
159,0.22021764516830444
160,0.24066904187202454
161,0.26129087805747986
162,0.28162333369255066
163,0.29581400752067566
164,0.2933739423751831
165,0.27439719438552856
166,0.2503405213356018
167,0.22938168048858643
168,0.21498671174049377
169,0.20189666748046875
170,0.18800771236419678
171,0.17855170369148254
172,0.16672742366790771
173,0.15359792113304138
174,0.1389169991016388
175,0.12378475069999695
176,0.10964015126228333
177,0.09587422013282776
178,0.08170303702354431
179,0.06912234425544739
180,0.058053821325302124
181,0.04866310954093933
182,0.04070526361465454
183,0.03401768207550049
184,0.028281480073928833
185,0.0234835147857666
186,0.01963147521018982
187,0.016306012868881226
188,0.013331025838851929
189,0.010709583759307861
190,0.008415311574935913
191,0.006757169961929321
192,0.005741387605667114
193,0.00530889630317688
194,0.005370765924453735
195,0.005950868129730225
196,0.007089972496032715
197,0.008678346872329712
198,0.010514587163925171
