step,pushpoint_right_world_0,pushpoint_right_world_1,pushpoint_right_world_2
0,-0.11665166914463043,-0.04075169563293457,0.05699992552399635
1,-0.11665171384811401,-0.04075184836983681,0.05699990317225456
2,-0.11665165424346924,-0.04075163975358009,0.05699989199638367
3,-0.11665169894695282,-0.04075181856751442,0.05699990317225456
4,-0.11665165424346924,-0.04075164347887039,0.056999895721673965
5,-0.11665168404579163,-0.040751755237579346,0.05699990317225456
6,-0.11665122210979462,-0.04075181484222412,0.056999918073415756
7,-0.11665166914463043,-0.040751680731773376,0.056999899446964264
8,-0.11665169894695282,-0.04075177013874054,0.05699991434812546
9,-0.11665165424346924,-0.04075165092945099,0.056999899446964264
10,-0.11665165424346924,-0.04075169190764427,0.05699991062283516
11,-0.11665171384811401,-0.04075183719396591,0.056999899446964264
12,-0.11665165424346924,-0.04075168818235397,0.05699991434812546
13,-0.11665169894695282,-0.04075177013874054,0.056999899446964264
14,-0.11665165424346924,-0.04075165092945099,0.05699991062283516
15,-0.11665165424346924,-0.04075168818235397,0.056999895721673965
16,-0.11665168404579163,-0.040751732885837555,0.05699990689754486
17,-0.11665123701095581,-0.04075179994106293,0.056999918073415756
18,-0.11665166914463043,-0.040751680731773376,0.05699990317225456
19,-0.11665169894695282,-0.04075177386403084,0.056999918073415756
20,-0.11665165424346924,-0.04075165465474129,0.05699992552399635
21,-0.11665166914463043,-0.040751680731773376,0.05699990689754486
22,-0.11665169894695282,-0.04075178503990173,0.056999899446964264
23,-0.11665163934230804,-0.0407516285777092,0.05699990689754486
24,-0.11665169894695282,-0.04075178503990173,0.056999895721673965
25,-0.11665165424346924,-0.04075165092945099,0.05699991062283516
26,-0.11665166914463043,-0.04075167700648308,0.05699989199638367
27,-0.11665172874927521,-0.0407518595457077,0.05699991062283516
28,-0.11665166914463043,-0.040751706808805466,0.056999895721673965
29,-0.11665172874927521,-0.04075184464454651,0.05699991062283516
30,-0.11665165424346924,-0.040751680731773376,0.056999899446964264
31,-0.11665169894695282,-0.04075177013874054,0.05699991434812546
32,-0.11665165424346924,-0.04075165092945099,0.056999921798706055
33,-0.11665166914463043,-0.040751680731773376,0.05699990689754486
34,-0.11665169894695282,-0.04075178503990173,0.056999899446964264
35,-0.11665165424346924,-0.040751636028289795,0.05699990689754486
36,-0.11665168404579163,-0.04075172543525696,0.05699988827109337
37,-0.1166517436504364,-0.04075189307332039,0.056999899446964264
38,-0.11665166914463043,-0.04075169563293457,0.05699989199638367
39,-0.11665169894695282,-0.040751777589321136,0.05699991062283516
40,-0.11665165424346924,-0.0407516285777092,0.05699991434812546
41,-0.11665168404579163,-0.040751758962869644,0.05699990317225456
42,-0.1166517585515976,-0.04075193777680397,0.05699991062283516
43,-0.11665168404579163,-0.040751758962869644,0.05699990689754486
44,-0.11665122210979462,-0.040751807391643524,0.056999918073415756
45,-0.11665166914463043,-0.04075168818235397,0.05699990317225456
46,-0.11665169894695282,-0.040751777589321136,0.05699991434812546
47,-0.1166517585515976,-0.04075194150209427,0.056999899446964264
48,-0.11665168404579163,-0.040751755237579346,0.056999918073415756
49,-0.11665123701095581,-0.04075179621577263,0.05699993297457695
50,-0.11665165424346924,-0.04075165465474129,0.05699991434812546
51,-0.11665169894695282,-0.040751807391643524,0.05699990317225456
52,-0.11665165424346924,-0.04075165092945099,0.056999918073415756
53,-0.11665168404579163,-0.04075174778699875,0.056999899446964264
54,-0.11665169894695282,-0.040751755237579346,0.056999918073415756
55,-0.1166517585515976,-0.04075193777680397,0.056999918073415756
56,-0.11665169894695282,-0.04075174778699875,0.05699991434812546
57,-0.11665169894695282,-0.04075179621577263,0.056999899446964264
58,-0.11665165424346924,-0.04075163975358009,0.05699991062283516
59,-0.11665168404579163,-0.040751732885837555,0.056999895721673965
60,-0.11665123701095581,-0.040751807391643524,0.05699993669986725
61,-0.11665165424346924,-0.04075165092945099,0.05699989199638367
