step,box_rotation_progress_0
0,111.66622924804688
1,111.66621398925781
2,111.66622924804688
3,111.66622924804688
4,111.66621398925781
5,111.66622924804688
6,111.66622924804688
7,111.66622924804688
8,111.66622924804688
9,111.66622924804688
10,111.66622924804688
11,111.66622924804688
12,111.66622924804688
13,111.66622924804688
14,111.66622924804688
15,111.66622924804688
16,111.66622924804688
17,111.66622924804688
18,111.66621398925781
19,111.66622924804688
20,111.66622924804688
21,111.66622924804688
22,111.66621398925781
23,111.66622924804688
24,111.66622924804688
25,111.66621398925781
26,111.66622924804688
27,111.66622924804688
28,111.66622924804688
29,111.66622924804688
30,111.66622924804688
31,111.66622924804688
32,111.66622924804688
33,111.66622924804688
34,111.66622924804688
35,111.66622924804688
36,111.66622924804688
37,111.66622924804688
38,111.66622924804688
39,111.66622924804688
40,111.66622924804688
41,111.66622924804688
42,111.66622924804688
43,111.66622924804688
44,111.66622924804688
45,111.66621398925781
46,111.66622924804688
47,111.66622924804688
48,111.66622924804688
49,111.66621398925781
50,111.66622924804688
51,111.66621398925781
52,111.66624450683594
53,111.66622924804688
54,111.66621398925781
55,111.66622924804688
56,111.66622924804688
57,111.66622924804688
58,111.66622924804688
59,111.66622924804688
60,111.66621398925781
61,111.66622924804688
62,111.66622924804688
63,111.66622924804688
64,111.66622924804688
65,111.66622924804688
66,111.66622924804688
67,111.66622924804688
68,111.66622924804688
69,111.66622924804688
70,111.66622924804688
71,111.66622924804688
72,111.66622924804688
73,111.66622924804688
74,111.66622924804688
75,111.66622924804688
76,111.66622924804688
77,111.66621398925781
78,111.66622924804688
79,111.66622924804688
80,111.66621398925781
81,111.66622924804688
82,111.66622924804688
83,111.66622924804688
84,111.66622924804688
85,111.66621398925781
86,111.66621398925781
87,111.66622924804688
88,111.66622924804688
89,111.66621398925781
90,111.66624450683594
91,111.66622924804688
92,111.66621398925781
93,111.66622924804688
94,111.66622924804688
95,111.66622924804688
96,111.66622924804688
97,111.66622924804688
98,111.66622924804688
99,111.66622924804688
100,111.66621398925781
101,111.66621398925781
102,111.66621398925781
103,111.66624450683594
104,111.66622924804688
105,111.66624450683594
106,111.66622924804688
107,111.66622924804688
108,111.66622924804688
109,111.66622924804688
110,111.66622924804688
111,111.66622924804688
112,111.66622924804688
113,111.66622924804688
114,111.66622924804688
115,111.66622924804688
116,111.66622924804688
117,111.66622924804688
118,111.66622924804688
119,111.66622924804688
120,111.66622924804688
121,111.66622924804688
122,111.66622924804688
123,111.66622924804688
124,111.66621398925781
125,111.66622924804688
126,111.66622924804688
127,111.66622924804688
128,111.66622924804688
129,111.66622924804688
130,111.66622924804688
131,111.66622924804688
132,111.66622924804688
133,111.66621398925781
134,111.66622924804688
135,111.66622924804688
136,111.66621398925781
137,111.66621398925781
138,111.66622924804688
139,111.66622924804688
140,111.66622924804688
141,111.66622924804688
142,110.9637451171875
143,110.12358093261719
144,109.50538635253906
145,108.66220092773438
146,107.27532958984375
147,105.82630920410156
148,104.60726928710938
149,103.86451721191406
150,103.38362121582031
151,102.96076965332031
152,102.77870178222656
153,102.7786865234375
154,102.7786865234375
155,102.7786865234375
156,102.7786865234375
157,102.77870178222656
158,102.7786865234375
159,102.7786865234375
160,102.77870178222656
161,102.77867126464844
162,102.7786865234375
163,102.7786865234375
164,102.77867126464844
165,102.7786865234375
166,102.7786865234375
167,102.7786865234375
168,102.7786865234375
169,102.7786865234375
170,102.7786865234375
171,102.7786865234375
172,102.77867126464844
173,102.7786865234375
174,102.7786865234375
175,102.77867126464844
176,102.7786865234375
177,102.77867126464844
178,102.7786865234375
179,102.7786865234375
180,102.7786865234375
181,102.7786865234375
182,102.7786865234375
183,102.77867126464844
184,102.7786865234375
185,102.7786865234375
186,102.7786865234375
187,102.7786865234375
188,102.77867126464844
189,102.7786865234375
190,102.7786865234375
191,102.7786865234375
192,102.77870178222656
193,102.77870178222656
194,102.7786865234375
195,102.77870178222656
196,102.7786865234375
197,102.7786865234375
198,102.77870178222656
